LoadBalancer_Name,DNS_Name,State,VPC_ID,Availability_Zones,Type,Date_Created
"CPP-Prod-NLB","CPP-Prod-NLB-34ad03ad22147223.elb.ap-southeast-2.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2a;ap-southeast-2b;ap-southeast-2c","network","2023-07-25T12:26:07.039000+00:00"
"Techserv-PROD-NLB","Techserv-PROD-NLB-5c2071f1540aa98a.elb.ap-southeast-2.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2a;ap-southeast-2c;ap-southeast-2b","network","2025-02-04T16:15:48.829000+00:00"
"ssrs-prod-farm-nlb","ssrs-prod-farm-nlb-70a290d6ad6abcaf.elb.ap-southeast-2.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2b;ap-southeast-2a","network","2023-01-20T00:57:06.091000+00:00"
"Fleetmon-ALB","Fleetmon-ALB-1636867744.ap-southeast-2.elb.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2b;ap-southeast-2a","application","2023-01-10T06:42:27.120000+00:00"
"ssrs-prod-farm-alb","internal-ssrs-prod-farm-alb-1606957232.ap-southeast-2.elb.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2a;ap-southeast-2b","application","2023-01-25T13:19:07.810000+00:00"
"FleetMon-ALB-Private","internal-FleetMon-ALB-Private-1391229956.ap-southeast-2.elb.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2a;ap-southeast-2b","application","2023-02-27T05:29:11.950000+00:00"
"StreamDirect-PROD-ALB","StreamDirect-PROD-ALB-1684315703.ap-southeast-2.elb.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2c;ap-southeast-2b;ap-southeast-2a","application","2024-01-17T07:51:38.860000+00:00"
"taps-prod","internal-taps-prod-2145163092.ap-southeast-2.elb.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2c;ap-southeast-2a;ap-southeast-2b","application","2024-10-09T03:29:56.310000+00:00"
"Techserv-PROD-ALB","internal-Techserv-PROD-ALB-683735317.ap-southeast-2.elb.amazonaws.com","active","vpc-005f17170356b39d1","ap-southeast-2c;ap-southeast-2a;ap-southeast-2b","application","2025-02-04T16:06:47.289000+00:00"
