LoadBalancer_Name,DNS_Name,State,VPC_ID,Availability_Zones,Type,Date_Created
"SQLMatic","internal-SQLMatic-1910921802.ap-southeast-2.elb.amazonaws.com","active","vpc-0af048783cf08920e","ap-southeast-2c;ap-southeast-2a;ap-southeast-2b","application","2025-08-14T00:03:17.818000+00:00"
