Region,InstanceID,Name,State
ap-southeast-2,i-02abd2cc88a202a43,SNQAPAWSLP01,running
ap-southeast-2,i-035fd355ecede2fc4,WUMAPAWSLP01,running
ap-southeast-2,i-0394808c5d9d4489e,WFIAPAWSLP01,running
ap-southeast-2,i-0c967cffc76017e5e,WISAPAWSLP01,running
ap-southeast-2,i-01557e123fd99d2c5,WUMAPAWSLP03,running
ap-southeast-2,i-013f190562ac020f7,WISAPAWSLP02,running
ap-southeast-2,i-0f0aec5da3b7b917b,WUMAPAWSLP02,running
ap-southeast-2,i-0ed6df17f700acaea,IVCAPAWSWP01,running
ap-southeast-2,i-036c29f5b59c71ff8,IVTWBAWSWP02,running
ap-southeast-2,i-04ea34cfe137d9c90,ANSAPAWSLP01,running
ap-southeast-2,i-0da444b4707e0b2b3,JMPAPAWSLP01,running
ap-southeast-2,i-09b43e9f29263bb62,IVTDBAWSWP01,running
ap-southeast-2,i-011fb949ed742b353,CCTVAPAWSWP01,running
ap-southeast-2,i-04d077e1d7d79750a,CCTVDBAWSWP01,running
ap-southeast-2,i-0eae81e86ed4adea5,CCTVAPAWSWP04,running
ap-southeast-2,i-03e273ef385363a03,CCTVAPAWSWP02,running
ap-southeast-2,i-04536fa28560c243c,CCTVAPAWSWP03,running
ap-southeast-2,i-0817beab81706e69d,KMSAPAWSWP01,running
