AccountID,AccountName,InstanceID,Name,State,PrivateIP,PublicIP,InstanceType,VPC,Subnet,AZ,Platform,PlatformDetails,ImageId,OSName,OSVersion
742069625158,account742069625158,i-038f57f5223f92e55,TWAPAWSLP01,running,10.47.113.11,N/A,r7i.4xlarge,vpc-02993da03751f1497,subnet-01755d54810a2aab1,ap-southeast-2a,linux,"Red Hat Enterprise Linux","ami-09d27921b6a33837e","N/A","N/A"
742069625158,account742069625158,i-0ba5cd96cb7435411,TWAPAWSWP01,running,10.47.113.19,N/A,r7i.large,vpc-02993da03751f1497,subnet-01755d54810a2aab1,ap-southeast-2a,windows,"Windows","ami-0aa18c9f1d8c00e3b","Golden_AMI_bkp_p001312025","N/A"
742069625158,account742069625158,i-0b1adb85de8dc3432,TWDBAWSLP01,running,10.47.113.31,N/A,m6in.4xlarge,vpc-02993da03751f1497,subnet-01755d54810a2aab1,ap-southeast-2a,linux,"Red Hat Enterprise Linux","ami-09d27921b6a33837e","N/A","N/A"
742069625158,account742069625158,i-009d5e08d6a65de5c,TWDBAWSLP02,running,10.47.113.14,N/A,m6in.4xlarge,vpc-02993da03751f1497,subnet-01755d54810a2aab1,ap-southeast-2a,linux,"Red Hat Enterprise Linux","ami-09d27921b6a33837e","N/A","N/A"
742069625158,account742069625158,i-03e6336fa7e1a10ed,TWDBAWSLP03,running,10.47.113.24,N/A,m6in.4xlarge,vpc-02993da03751f1497,subnet-01755d54810a2aab1,ap-southeast-2a,linux,"Red Hat Enterprise Linux","ami-09d27921b6a33837e","N/A","N/A"
742069625158,account742069625158,i-06dcd55c57d152216,DPTDBAWSWP01,running,10.47.113.240,N/A,m7i.xlarge,vpc-02993da03751f1497,subnet-04c27bfd7303af959,ap-southeast-2b,windows,"Windows with SQL Server Standard","ami-01e225a3c3b05b9b7","IBWin2022SQL2022STDGAMI2025-01-15T01-12-36.397Z","N/A"
742069625158,account742069625158,i-0245eb7159ba658e0,DPTAPAWSWP01,running,10.47.113.106,N/A,c7i.2xlarge,vpc-02993da03751f1497,subnet-0a5f3e55c60378993,ap-southeast-2b,windows,"Windows","ami-0dcfa27043c50793b","IBWindowsServer2025GAMI2025-08-08T07-55-38.645Z","N/A"
749919732152,account749919732152,i-0a6f52d77bd088f92,IPCDBAUT001,running,10.47.37.12,N/A,t3.large,vpc-0e55be5d7491b5cb4,subnet-04469bb0edae51064,ap-southeast-2a,windows,"Windows","ami-09e76c51cd3485e20","N/A","N/A"
749919732152,account749919732152,i-00969434b1ed814e3,SQLDBAUQ001,running,10.47.33.102,N/A,m5.2xlarge,vpc-09a6c2cfc84e83057,subnet-027aeecea4d3906a8,ap-southeast-2a,windows,"Windows","ami-09e76c51cd3485e20","N/A","N/A"
749919732152,account749919732152,i-0c90f87ed40753654,PRIAPAUT05,running,10.47.33.12,N/A,t3.large,vpc-09a6c2cfc84e83057,subnet-027aeecea4d3906a8,ap-southeast-2a,windows,"Windows","ami-018e8fc07b2f8fc6d","PRIAPAUT05-AMI-30th-Aug","N/A"
749919732152,account749919732152,i-028bd67fe394cf1c8,SQLAPAUD01,running,10.47.33.11,N/A,m5.4xlarge,vpc-09a6c2cfc84e83057,subnet-027aeecea4d3906a8,ap-southeast-2a,windows,"Windows","ami-08365956f4e91cb34","SQLAPAUD01-AMI-30th-Aug","N/A"
749919732152,account749919732152,i-0d02185d3b15e23f5,IPCAPAUD03,running,10.47.33.13,N/A,t3.xlarge,vpc-09a6c2cfc84e83057,subnet-027aeecea4d3906a8,ap-southeast-2a,windows,"Windows","ami-08b660b3d48712297","IPCAPAUD03-AMI-30th-Aug","N/A"
749919732152,account749919732152,i-0715bf5d0e31ecb2d,IPCAPAUD004,stopped,10.47.37.191,N/A,c7i-flex.xlarge,vpc-0e55be5d7491b5cb4,subnet-04469bb0edae51064,ap-southeast-2a,windows,"Windows","ami-09e76c51cd3485e20","N/A","N/A"
749919732152,account749919732152,i-06cd5fa6c0cb9db3c,LDMEPAWSUS01,running,10.47.37.235,N/A,t2.medium,vpc-0e55be5d7491b5cb4,subnet-04469bb0edae51064,ap-southeast-2a,linux,"Linux/UNIX","ami-0d21d42bea8de8b55","ubuntu/images/hvm-ssd/ubuntu-bionic-18.04-amd64-server-20221201","18.04"
749919732152,account749919732152,i-098c86316cd4ae36c,SQLAPAUD01NEW,running,10.47.33.155,N/A,r6i.large,vpc-09a6c2cfc84e83057,subnet-027aeecea4d3906a8,ap-southeast-2a,windows,"Windows","ami-0addc520f2c7b59c2","WIN2K19GoldenAMIV11","N/A"
749919732152,account749919732152,i-00f1b512e21e2c3b9,AGDAPAWSWT01,running,10.47.37.181,N/A,t3.large,vpc-0e55be5d7491b5cb4,subnet-04469bb0edae51064,ap-southeast-2a,windows,"Windows","ami-073c75b1ff92a86f4","WIN2K19GoldenAMIV5-23","N/A"
749919732152,account749919732152,i-0589e6b62f1cc1a7a,CPPAPAWSWT01,running,10.47.39.123,N/A,m6i.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-073c75b1ff92a86f4","WIN2K19GoldenAMIV5-23","N/A"
749919732152,account749919732152,i-0211c9c598714f47e,FMSAPAWSWT01-Dont Terminate,running,10.47.39.64,N/A,t3.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-073c75b1ff92a86f4","WIN2K19GoldenAMIV5-23","N/A"
749919732152,account749919732152,i-01fcdd0f5b8e72f6f,MRAAPAWSWT01,running,10.47.39.238,N/A,t3.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-073c75b1ff92a86f4","WIN2K19GoldenAMIV5-23","N/A"
749919732152,account749919732152,i-028614e04aefc13c9,IDSDBAWSWT01,running,10.47.39.210,N/A,t3.xlarge,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows with SQL Server Standard","ami-0b0f9f371015a2007","WIN2K19GoldenAMIV9-23-SQL-2K19","N/A"
749919732152,account749919732152,i-04532d5834a608622,RPRAPAWSWT01-Dont Terminate,running,10.47.39.92,N/A,t3.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-073c75b1ff92a86f4","WIN2K19GoldenAMIV5-23","N/A"
749919732152,account749919732152,i-0fe9fa5cdb4094aed,PPSAPAWSWT01-Dont terminate,running,10.47.39.234,N/A,t3.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-073c75b1ff92a86f4","WIN2K19GoldenAMIV5-23","N/A"
749919732152,account749919732152,i-0fa4de0472e541daa,DLTRPAWSWD01,running,10.47.35.248,N/A,r6a.large,vpc-09a6c2cfc84e83057,subnet-0c090750b2ade87ab,ap-southeast-2c,windows,"Windows","ami-05fbb8347c135e75b","GAMI-V11-23-WIN-2019","N/A"
749919732152,account749919732152,i-06c53545bd9cb5ed6,DLTDBAWSWD01,running,10.47.35.207,N/A,r6a.large,vpc-09a6c2cfc84e83057,subnet-0c090750b2ade87ab,ap-southeast-2c,windows,"Windows","ami-05fbb8347c135e75b","GAMI-V11-23-WIN-2019","N/A"
749919732152,account749919732152,i-0bcabdde0c3c906a6,ITKAPAWSWD01,running,10.47.35.219,N/A,t3a.xlarge,vpc-09a6c2cfc84e83057,subnet-0c090750b2ade87ab,ap-southeast-2c,windows,"Windows","ami-098203567ea2e50b7","N/A","N/A"
749919732152,account749919732152,i-00471b1fc6ec3faaf,STRAPAUD001,running,10.47.35.190,N/A,r5a.large,vpc-09a6c2cfc84e83057,subnet-0c090750b2ade87ab,ap-southeast-2c,windows,"Windows","ami-0251591c2e6ef22ce","StreamDirectAmi2","N/A"
749919732152,account749919732152,i-01f8b31a821ef9a34,QUAAPAWSWD01,running,10.47.39.46,N/A,m7i.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-0a4aa02832ba3a0e7","N/A","N/A"
749919732152,account749919732152,i-0a0174ee8ef16a239,QUADBAWSWD01,running,10.47.39.124,N/A,r7i.xlarge,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-0a4aa02832ba3a0e7","N/A","N/A"
749919732152,account749919732152,i-09afabe8ccc99d93b,TAPSDBAWSWD01,running,10.47.39.106,N/A,r7i.large,vpc-0e55be5d7491b5cb4,subnet-03717023654adf36b,ap-southeast-2c,windows,"Windows","ami-0a4aa02832ba3a0e7","N/A","N/A"
749919732152,account749919732152,i-08500d42355cba950,TSRISAWSWD01,running,10.47.35.244,N/A,t3a.large,vpc-09a6c2cfc84e83057,subnet-0c090750b2ade87ab,ap-southeast-2c,windows,"Windows","ami-0cf8322990653c141","N/A","N/A"
749919732152,account749919732152,i-018face2a097087c4,TSRDBAWSWD01,running,10.47.35.225,N/A,m7i-flex.large,vpc-09a6c2cfc84e83057,subnet-0c090750b2ade87ab,ap-southeast-2c,windows,"Windows","ami-0cf8322990653c141","N/A","N/A"
764897823219,account764897823219,i-04d3837ab47b9e5e1,SGWAPAWSWT01,running,10.47.3.4,N/A,r6i.large,vpc-090dc71b95ea344a3,subnet-0380e8ddaeb3a3770,ap-southeast-2c,linux,"Linux/UNIX","ami-04597d8e4041d76c7","N/A","N/A"
764897823219,account764897823219,i-0e8f5bbb5165de1a3,TEDDBAWSWU02,running,10.47.3.44,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-0380e8ddaeb3a3770,ap-southeast-2c,windows,"Windows with SQL Server Enterprise","ami-0b3f1fc1a700d2f9a","GAMI-SQL-2019-ENT-v1.1","N/A"
764897823219,account764897823219,i-09602bd821458d1c1,GITAPAWSWT10,running,10.47.3.82,N/A,m6i.2xlarge,vpc-090dc71b95ea344a3,subnet-0380e8ddaeb3a3770,ap-southeast-2c,windows,"Windows","ami-008a9571f12aeb3c7","GAMI-V10-23-WIN-2019","N/A"
764897823219,account764897823219,i-027a2ce690f7be395,TEDDCAWSWT01,running,10.47.1.61,N/A,r6a.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-088fe866bb8289b9b","GAMI-2019-Cleaned","N/A"
764897823219,account764897823219,i-0c5752e9927c33ff2,TEDDCAWSWU01,running,10.47.1.75,N/A,r6a.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-088fe866bb8289b9b","GAMI-2019-Cleaned","N/A"
764897823219,account764897823219,i-088dd9d7185e81b21,TEDDCAWSWD01,running,10.47.1.243,N/A,r6a.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-088fe866bb8289b9b","GAMI-2019-Cleaned","N/A"
764897823219,account764897823219,i-0ae52f1cde95b9562,TEDDBAWSWU01,running,10.47.2.104,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows with SQL Server Enterprise","ami-0b3f1fc1a700d2f9a","GAMI-SQL-2019-ENT-v1.1","N/A"
764897823219,account764897823219,i-0b6d30a50dbc3ff15,TEDDCAWSWT03,running,10.47.1.67,N/A,r6a.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-088fe866bb8289b9b","GAMI-2019-Cleaned","N/A"
764897823219,account764897823219,i-02dc56765aa56b369,TEDWBAWSWT01,running,10.47.1.15,N/A,r6i.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-019c6143c44ed2c2c","RDSUI-Baseline","N/A"
764897823219,account764897823219,i-0143f3cd15ff41245,TEDDCAWSWU04,running,10.47.1.164,N/A,r6a.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-088fe866bb8289b9b","GAMI-2019-Cleaned","N/A"
764897823219,account764897823219,i-0a962f3049347c496,TEDWBAWSWU01,running,10.47.1.126,N/A,r6i.large,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-019c6143c44ed2c2c","RDSUI-Baseline","N/A"
764897823219,account764897823219,i-065800c961e9dab58,TEDWBAWSWT02,running,10.47.2.48,N/A,r6i.large,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows","ami-019c6143c44ed2c2c","RDSUI-Baseline","N/A"
764897823219,account764897823219,i-0d17cc3b8345cbd76,TEDWBAWSWU02,running,10.47.2.15,N/A,r6i.large,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows","ami-019c6143c44ed2c2c","RDSUI-Baseline","N/A"
764897823219,account764897823219,i-05cc72a1a512db43d,TEDAPAWSWU01,running,10.47.2.131,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows","ami-05da900c8971cb7e6","GAMI-v082025-TED-APP-NonProd-2025-08-26T03-29-52.272Z","N/A"
764897823219,account764897823219,i-03df7d0b40f58ebf8,TEDDIAWSWT610,running,10.47.2.14,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows","ami-086ea7776c4925ddc","GAMI-v082025-TED-INT-NonProd-2025-08-26T03-48-41.191Z","N/A"
764897823219,account764897823219,i-00fd108fe8d6e6ee1,TEDAPAWSWU521,running,10.47.2.45,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows","ami-0b8925b125fa034e6","GAMI-v082025-TED-APP-NonProd-2025-08-14T04-57-07.590Z","N/A"
764897823219,account764897823219,i-0eec5e87159c58e32,TEDDIAWSWU516,running,10.47.2.126,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-0c337bbdbcefc4efb,ap-southeast-2b,windows,"Windows","ami-0af34fd3fe9225fa4","GAMI-v082025-TED-INT-NonProd-2025-08-11T04-28-33.810Z","N/A"
764897823219,account764897823219,i-0bd7d6144bdc87a46,TEDAPAWSWU514,running,10.47.1.214,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-0b8925b125fa034e6","GAMI-v082025-TED-APP-NonProd-2025-08-14T04-57-07.590Z","N/A"
764897823219,account764897823219,i-0edc4e630be547ac5,TEDDIAWSWU510,running,10.47.1.9,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-0af34fd3fe9225fa4","GAMI-v082025-TED-INT-NonProd-2025-08-11T04-28-33.810Z","N/A"
764897823219,account764897823219,i-0da2acb6223e03c88,TEDAPAWSWU01,running,10.47.1.101,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-086ea7776c4925ddc","GAMI-v082025-TED-INT-NonProd-2025-08-26T03-48-41.191Z","N/A"
764897823219,account764897823219,i-0670556816b802323,TEDAPAWSWT612,running,10.47.1.84,N/A,m6i.xlarge,vpc-090dc71b95ea344a3,subnet-03d270e76a8044d21,ap-southeast-2a,windows,"Windows","ami-05da900c8971cb7e6","GAMI-v082025-TED-APP-NonProd-2025-08-26T03-29-52.272Z","N/A"
789893824481,account789893824481,i-0001862aefc281416,LDMCUAWSUP01,running,10.47.153.70,N/A,t2.medium,vpc-0afa156dc03570cef,subnet-031a971380956d1fe,ap-southeast-2a,linux,"Linux/UNIX","ami-0d21d42bea8de8b55","ubuntu/images/hvm-ssd/ubuntu-bionic-18.04-amd64-server-20221201","18.04"
789893824481,account789893824481,i-04544874436a4ae95,RHPMQAWSLP01,running,10.47.155.68,N/A,m7a.medium,vpc-0afa156dc03570cef,subnet-00b512c081d0f8a81,ap-southeast-2c,linux,"Red Hat Enterprise Linux","ami-0385fd1fefbef9cb4","AMQ Server AMI","N/A"
789893824481,account789893824481,i-08999351bc8c54248,RHPMQAWSLP02,running,10.47.155.91,N/A,c6a.xlarge,vpc-0afa156dc03570cef,subnet-00b512c081d0f8a81,ap-southeast-2c,linux,"Red Hat Enterprise Linux","ami-0385fd1fefbef9cb4","AMQ Server AMI","N/A"
828585044836,account828585044836,i-07456e8e3d058c23c,LDMPTAWSUP01,running,10.47.9.12,N/A,t2.medium,vpc-00721af23f33f287f,subnet-0f2174313852ad890,ap-southeast-2a,linux,"Linux/UNIX","ami-0d21d42bea8de8b55","ubuntu/images/hvm-ssd/ubuntu-bionic-18.04-amd64-server-20221201","18.04"
828585044836,account828585044836,i-086c3922d8df684de,SGWAPAWSWU01,running,10.47.11.171,N/A,r6i.large,vpc-00721af23f33f287f,subnet-0d642066f8e5e68ff,ap-southeast-2c,linux,"Linux/UNIX","ami-068f8de82cd745d5f","N/A","N/A"
828585044836,account828585044836,i-07e194231ddf4f73b,TEDLTAWSWS05,running,10.47.10.237,N/A,m6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-0da429aa9212b6aa3,TEDLTAWSWS07,running,10.47.10.57,N/A,r7i.large,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-08f90faf54a8ecd53,TEDLTAWSWS01,running,10.47.10.13,N/A,r6i.xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-067a3a2b657536055,TEDLTAWSWS03,running,10.47.10.200,N/A,m6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-02490c823bb9a3b0c,TEDLTAWSWS02,running,10.47.10.125,N/A,m6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-03139d0cc0a507615,TEDLTAWSWS06,running,10.47.10.188,N/A,m6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-05d131e2e5758c5d9,TEDLTAWSWS08,running,10.47.10.17,N/A,m6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-06b00f130fc23adc7","N/A","N/A"
828585044836,account828585044836,i-05c3072a6201b9bf7,TEDDBAWSWS01,running,10.47.10.96,N/A,r6i.4xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows with SQL Server Enterprise","ami-067f5d08eeb927e8d","TEDDBAWSWS01-RestoreFromVolume(vol-0f9310ed81840b976)","N/A"
828585044836,account828585044836,i-0c60cd5eca6a214f8,TEDAPAWSWU01,running,10.47.10.192,N/A,r6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-086ea7776c4925ddc","GAMI-v082025-TED-INT-NonProd-2025-08-26T03-48-41.191Z","N/A"
828585044836,account828585044836,i-003b56e210a1522cb,TEDAPAWSWU01,running,10.47.10.190,N/A,r6i.2xlarge,vpc-00721af23f33f287f,subnet-04371218455d00023,ap-southeast-2b,windows,"Windows","ami-05da900c8971cb7e6","GAMI-v082025-TED-APP-NonProd-2025-08-26T03-29-52.272Z","N/A"
828585044836,account828585044836,i-07e701a6718a95c7c,TEDDCAWSWS01,running,10.47.9.30,N/A,c7i-flex.2xlarge,vpc-00721af23f33f287f,subnet-0f2174313852ad890,ap-southeast-2a,windows,"Windows","ami-0534c66eab8495bd2","TEDDCAWSWS01-RestoreFromVolume(vol-0b3022c24263768a4)-CHG0097158","N/A"
828585044836,account828585044836,i-0ec94f73c6ad00e6a,TEDDCAWSWS04,running,10.47.9.202,N/A,c7i-flex.2xlarge,vpc-00721af23f33f287f,subnet-0f2174313852ad890,ap-southeast-2a,windows,"Windows","ami-07095edb0ebd97663","TEDDCAWSWS04-RestoreFromVolume(vol-0a6ed539c7c964df9)-CHG0097158","N/A"
828585044836,account828585044836,i-00ab306c9aa492b24,TEDDBAWSWS02,running,10.47.11.155,N/A,r6i.4xlarge,vpc-00721af23f33f287f,subnet-0d642066f8e5e68ff,ap-southeast-2c,windows,"Windows with SQL Server Enterprise","ami-0ce261cb24765e430","TEDDBAWSWS02-RestoreFromVolume(vol-001f9058ab4dc96aa)-CHG0097158","N/A"
828585044836,account828585044836,i-02de2d51cb557e768,TEDAPAWSWU01,running,10.47.11.35,N/A,r6i.2xlarge,vpc-00721af23f33f287f,subnet-0d642066f8e5e68ff,ap-southeast-2c,windows,"Windows","ami-086ea7776c4925ddc","GAMI-v082025-TED-INT-NonProd-2025-08-26T03-48-41.191Z","N/A"
828585044836,account828585044836,i-0773f535e91002051,TEDAPAWSWU01,running,10.47.11.246,N/A,r6i.2xlarge,vpc-00721af23f33f287f,subnet-0d642066f8e5e68ff,ap-southeast-2c,windows,"Windows","ami-05da900c8971cb7e6","GAMI-v082025-TED-APP-NonProd-2025-08-26T03-29-52.272Z","N/A"
828585044836,account828585044836,i-0cfb5b19b65002b04,TEDAPAWSWU01,running,10.47.11.238,N/A,r6i.2xlarge,vpc-00721af23f33f287f,subnet-0d642066f8e5e68ff,ap-southeast-2c,windows,"Windows","ami-05da900c8971cb7e6","GAMI-v082025-TED-APP-NonProd-2025-08-26T03-29-52.272Z","N/A"
867027724345,account867027724345,i-04f0b1f6c4e01be88,PRIAPAUD003,running,10.47.41.183,N/A,r6i.xlarge,vpc-0fb07aad4bff14fd5,subnet-07ffbf935759c9c8f,ap-southeast-2a,windows,"Windows","ami-09e76c51cd3485e20","N/A","N/A"
867027724345,account867027724345,i-07c7242e8e14368b6,smsapaud001_Don�t start, Aldwin's Approval required,running,10.47.41.120,N/A,r5.xlarge,vpc-0fb07aad4bff14fd5,subnet-07ffbf935759c9c8f,ap-southeast-2a,windows,"Windows","ami-09e76c51cd3485e20","N/A","N/A"
867027724345,account867027724345,i-0a156c63e379fe6d2,smsapaud002,running,10.47.42.131,N/A,t3.xlarge,vpc-0fb07aad4bff14fd5,subnet-00270ed70c704ae1f,ap-southeast-2b,windows,"Windows","ami-09e76c51cd3485e20","N/A","N/A"
867027724345,account867027724345,i-0af8cf625e98fca8b,DLTRPAWSWT01,running,10.47.43.186,N/A,t3a.xlarge,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-00fb401708828896f","N/A","N/A"
867027724345,account867027724345,i-06b1664fbf360f153,DLTAPAWSWT01,running,10.47.43.85,N/A,t3a.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-00fb401708828896f","N/A","N/A"
867027724345,account867027724345,i-067ec794dddae6d1f,DLTDBAWSWT01,running,10.47.43.225,N/A,t3a.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-00fb401708828896f","N/A","N/A"
867027724345,account867027724345,i-053c50eb4b042225a,DTSAPAWSWT01,running,10.47.43.198,N/A,t3.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-098203567ea2e50b7","N/A","N/A"
867027724345,account867027724345,i-0b1ff531f41bfa3fe,DTSDBAWSWT01,running,10.47.43.94,N/A,m6i.xlarge,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-098203567ea2e50b7","N/A","N/A"
867027724345,account867027724345,i-02785b76f2e1265a4,ITKAPAWSWT01,running,10.47.43.218,N/A,m7i-flex.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-098203567ea2e50b7","N/A","N/A"
867027724345,account867027724345,i-09ade4f4c44f13b91,QUAAPAWSWT02,running,10.47.43.206,N/A,m7i.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-0191ca778a026c060","N/A","N/A"
867027724345,account867027724345,i-0c4e021e9ec095dcb,QUADBAWSWT02,running,10.47.43.77,N/A,i4i.2xlarge,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows with SQL Server Standard","ami-0dd5ce6edd37276d7","N/A","N/A"
867027724345,account867027724345,i-0900407620fa5ac8d,TAPSDBAWSWT01,running,10.47.43.239,N/A,r7i.xlarge,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows with SQL Server Standard","ami-01d593cd58530662d","N/A","N/A"
867027724345,account867027724345,i-08bf1290c633c5f40,EPDDBAWSWT01,running,10.47.43.188,N/A,r7i.xlarge,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows with SQL Server Standard","ami-01d593cd58530662d","N/A","N/A"
867027724345,account867027724345,i-0622728106f20cf05,TSRDBAWSWT01,running,10.47.43.193,N/A,r7i.xlarge,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-097e001e356c8d7ff","N/A","N/A"
867027724345,account867027724345,i-08acfa71e2b1a5a89,TSRISAWSWT01,running,10.47.43.129,N/A,t3a.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-097e001e356c8d7ff","N/A","N/A"
867027724345,account867027724345,i-073ebefc14c1384f6,TSRAPAWSWT02,running,10.47.43.25,N/A,m7i-flex.large,vpc-0fb07aad4bff14fd5,subnet-01128476ca074ef45,ap-southeast-2c,windows,"Windows","ami-097e001e356c8d7ff","N/A","N/A"
867027724345,account867027724345,i-086928493bb3e480c,TSRAPAWSWT01,running,10.47.42.126,N/A,m7i-flex.large,vpc-0fb07aad4bff14fd5,subnet-00270ed70c704ae1f,ap-southeast-2b,windows,"Windows","ami-097e001e356c8d7ff","N/A","N/A"
867027724345,account867027724345,i-0f85f45918a8ae469,JMLAPAWSWPP01,stopped,10.47.41.154,N/A,m7i.2xlarge,vpc-0fb07aad4bff14fd5,subnet-07ffbf935759c9c8f,ap-southeast-2a,windows,"Windows","ami-087a34fabe7d95e9a","IBWindowsServer2022GAMI2025-02-01T00-00-16.477Z","N/A"
867027724345,account867027724345,i-0979c5dba04413526,TAPSDBAWSWF01,running,10.47.42.88,N/A,r7i.2xlarge,vpc-0fb07aad4bff14fd5,subnet-00270ed70c704ae1f,ap-southeast-2b,windows,"Windows with SQL Server Standard","ami-01e225a3c3b05b9b7","IBWin2022SQL2022STDGAMI2025-01-15T01-12-36.397Z","N/A"
927721130786,account927721130786,i-0d553585c18a41f8f,CDPGEAUM003,running,10.47.70.5,N/A,r5.xlarge,vpc-043c2e2ef5009927f,subnet-0cc61b009cf6bb45e,ap-southeast-2a,linux,"Linux/UNIX","ami-0e92014ff1b7fde94","GoldenAMIAmzLinux2","N/A"
927721130786,account927721130786,i-0faa214d77f1a94a0,CDPUTAUM008,running,10.47.70.14,N/A,t2.xlarge,vpc-043c2e2ef5009927f,subnet-0cc61b009cf6bb45e,ap-southeast-2a,linux,"Linux/UNIX","ami-0a65879d8e0d96602","N/A","N/A"
